provider,network_name,station_name,latitude,longitude,station_opened,station_closed
IPGP,G,ATD,11.530725,42.846634,1993-07-07T00:00:00.000000Z,
IPGP,G,MPG,5.11011,-52.644483,2000-07-03T00:00:00.000000Z,
IPGP,G,TAOE,-8.85492,-140.14775,2004-11-01T20:00:00.000000Z,
IPGP,G,DZM,-22.07164,166.44377,2003-09-01T00:00:00.000000Z,
IRIS,2H,ICEZ,-77.551697,167.281998,2017-01-01T00:00:00.000000Z,
IRIS,2H,NAUS,-77.521896,167.150406,2016-12-18T00:00:00.000000Z,
IRIS,4F,VALP,32.5202,-97.1425,2017-03-10T00:00:00.000000Z,
IRIS,4F,VBB1,32.452,-97.2331,2015-05-10T00:00:00.000000Z,
IRIS,4F,VNLC,32.5759,-97.2036,2015-05-10T00:00:00.000000Z,
IRIS,4F,VSAB,32.4963,-97.2303,2015-05-10T00:00:00.000000Z,
IRIS,5H,ANNI,37.935001,-77.9655,2017-06-15T22:30:00.000000Z,
IRIS,5H,BEAR,37.528999,-78.287003,2017-03-30T18:00:00.000000Z,
IRIS,5H,BEAV,37.998402,-77.999298,2017-06-08T17:30:00.000000Z,
IRIS,5H,BUCK,37.452,-78.663498,2017-05-19T16:30:00.000000Z,
IRIS,5H,DAVE,37.551201,-78.370102,2017-04-21T16:00:00.000000Z,
IRIS,5H,DEBI,37.922401,-78.099197,2017-06-15T18:30:00.000000Z,
IRIS,5H,FORK,37.7425,-78.268799,2017-04-28T18:30:00.000000Z,
IRIS,5H,GARY,37.924,-78.0159,2017-06-16T16:30:00.000000Z,
IRIS,5H,GATE,37.7887,-78.407402,2017-06-09T15:30:00.000000Z,
IRIS,5H,GOLD,37.683601,-78.368103,2017-06-23T19:30:00.000000Z,
IRIS,5H,GOOD,37.603199,-78.644798,2017-09-07T20:30:00.000000Z,
IRIS,5H,GREG,37.3825,-79.539299,2017-06-24T17:30:00.000000Z,
IRIS,5H,HOPK,37.963001,-78.018799,2017-05-12T15:00:00.000000Z,
IRIS,5H,JILL,37.9781,-77.824898,2017-03-31T17:00:00.000000Z,
IRIS,5H,KNDY,37.5835,-78.466202,2017-06-23T16:00:00.000000Z,
IRIS,5H,MARK,37.933498,-78.035004,2017-04-28T22:30:00.000000Z,
IRIS,5H,METL,37.889301,-77.969902,2017-05-11T21:00:00.000000Z,
IRIS,5H,NORA,37.920502,-77.983002,2017-06-16T15:00:00.000000Z,
IRIS,5H,PETT,37.978802,-77.812599,2017-04-29T17:30:00.000000Z,
IRIS,5H,PTTI,37.940399,-77.986198,2017-04-20T19:00:00.000000Z,
IRIS,5H,PWTN,37.533001,-77.986,2017-03-30T21:00:00.000000Z,
IRIS,5H,SHOE,37.972698,-78.0308,2017-04-29T15:00:00.000000Z,
IRIS,5H,TRCY,37.900002,-77.839798,2017-03-31T19:00:00.000000Z,
IRIS,7F,ARK1,35.266602,-92.403503,2010-01-01T00:00:00.000000Z,
IRIS,7F,ARK2,35.334099,-92.298203,2010-01-01T00:00:00.000000Z,
IRIS,7F,X201,35.292599,-92.362297,2010-01-01T00:00:00.000000Z,
IRIS,7F,X301,35.242199,-92.4002,2010-01-01T00:00:00.000000Z,
IRIS,9F,COVA,-43.612999,169.968002,2010-01-22T00:00:00.000000Z,
IRIS,9F,EORO,-43.425999,170.169006,2008-11-07T00:00:00.000000Z,
IRIS,9F,FRAN,-43.380001,170.160004,2009-02-07T00:00:00.000000Z,
IRIS,9F,GOVA,-43.639,170.503006,2009-02-17T03:44:00.000000Z,
IRIS,9F,LABE,-43.546001,170.244995,2008-12-09T00:00:00.000000Z,
IRIS,9F,MTBA,-43.688,169.641006,2013-03-27T11:59:59.000000Z,
IRIS,9F,POCR2,-43.352001,170.223007,2009-03-24T00:00:00.000000Z,
IRIS,9F,WHAT2,-43.278999,170.360001,2009-03-22T00:00:00.000000Z,
IRIS,9F,WHYM,-43.441002,170.371002,2008-11-11T23:14:00.000000Z,
IRIS,AC,BCI,42.3666,20.067499,2009-12-22T00:00:00.000000Z,
IRIS,AC,LSK,40.149899,20.5987,2010-01-01T00:00:00.000000Z,
IRIS,AC,PHP,41.6847,20.4408,2009-12-22T00:00:00.000000Z,
IRIS,AC,PUK,42.042599,19.892599,2009-12-22T00:00:00.000000Z,
IRIS,AC,TPE,40.294701,20.009399,2010-01-01T00:00:00.000000Z,
IRIS,AC,VLO,40.468601,19.495501,2009-12-22T00:00:00.000000Z,
IRIS,AE,113A,32.768299,-113.766701,2009-01-28T00:00:00.000000Z,
IRIS,AE,319A,31.3757,-109.280899,2011-12-01T00:00:00.000000Z,
IRIS,AE,BABIT,35.745548,-112.422218,2017-10-27T00:00:00.000000Z,
IRIS,AE,BARN,35.27668,-111.73571,2017-10-27T00:00:00.000000Z,
IRIS,AE,DUN6,32.553799,-109.090103,2016-01-01T00:00:00.000000Z,
IRIS,AE,PRCT,35.055786,-112.710289,2017-10-27T00:00:00.000000Z,
IRIS,AE,TONTO,33.649147,-111.007675,2017-10-27T00:00:00.000000Z,
IRIS,AE,U15A,36.428001,-112.291496,2011-12-01T00:00:00.000000Z,
IRIS,AE,W13A,35.097382,-113.894318,2011-12-01T00:00:00.000000Z,
IRIS,AE,X16A,34.417801,-111.441101,2009-02-04T00:00:00.000000Z,
IRIS,AE,X18A,34.529301,-109.950104,2011-12-01T00:00:00.000000Z,
IRIS,AE,Y14A,33.938301,-113.004799,2011-12-01T00:00:00.000000Z,
IRIS,AF,ANKE,9.5827,39.741798,2009-05-07T00:00:00.000000Z,
IRIS,AF,BOBN,-1.66,29.23666,2012-02-23T00:00:00.000000Z,
IRIS,AF,CNG,-26.2917,32.1883,2005-11-03T00:00:00.000000Z,
IRIS,AF,CVNA,-31.482,19.762,2014-06-02T15:00:00.000000Z,
IRIS,AF,DODT,-6.186,35.748001,2007-02-11T00:00:00.000000Z,
IRIS,AF,GRM,-33.313,26.507999,2006-05-10T00:00:00.000000Z,
IRIS,AF,HVD,-30.605,25.497,2006-04-26T00:00:00.000000Z,
IRIS,AF,MOPA,-23.517,31.398,2017-03-15T00:00:00.000000Z,
IRIS,AF,PKA,-29.67,22.757,2006-10-16T00:00:00.000000Z,
IRIS,AF,POGA,-27.346,31.707,2014-06-05T00:00:00.000000Z,
IRIS,AF,SEK,-28.323,27.625,2006-04-16T00:00:00.000000Z,
IRIS,AF,SOE,-32.712002,25.562,2008-09-28T00:00:00.000000Z,
IRIS,AF,TEBE,0.0536,32.483002,2007-11-14T00:00:00.000000Z,
IRIS,AF,TEZI,-15.747,26.016001,2006-01-10T00:00:00.000000Z,
IRIS,AF,UPI,-28.362,21.253,,
IRIS,AF,WDLM,-26.424,27.422,2019-08-22T13:00:00.000000Z,
IRIS,AG,CCAR,33.917,-91.772,2010-02-24T00:00:00.000000Z,
IRIS,AG,FCAR,35.89,-92.124,2010-02-16T00:00:00.000000Z,
IRIS,AG,HHAR,36.282,-93.94,2010-03-03T00:00:00.000000Z,
IRIS,AG,LCAR,36.07,-91.154,2010-02-10T00:00:00.000000Z,
IRIS,AG,U40A,36.3563,-92.8535,2016-06-21T17:00:00.000000Z,
IRIS,AG,WHAR,35.29,-92.289,2010-02-15T00:00:00.000000Z,
IRIS,AG,WLAR,33.688,-93.112,2010-02-23T00:00:00.000000Z,
IRIS,AG,X40A,34.4873,-92.8342,2016-06-22T17:00:00.000000Z,
IRIS,AK,ANM,64.5646,-165.3732,2010-06-21T00:00:00.000000Z,
IRIS,AK,ATKA,52.201599,-174.197495,2002-10-03T00:00:00.000000Z,
IRIS,AK,BAGL,60.489601,-142.091507,2013-01-01T00:00:00.000000Z,
IRIS,AK,BAL,61.035999,-142.346207,2010-06-18T00:00:00.000000Z,
IRIS,AK,BARK,60.403,-142.493103,2013-01-01T00:00:00.000000Z,
IRIS,AK,BARN,61.059502,-141.662201,2013-01-01T00:00:00.000000Z,
IRIS,AK,BCP,59.9534,-139.6369,2011-08-15T00:00:00.000000Z,
IRIS,AK,BERG,60.3932,-143.700394,2013-01-01T00:00:00.000000Z,
IRIS,AK,BESE,58.5792,-134.8559,2003-09-20T00:00:00.000000Z,
IRIS,AK,BGLC,60.1205,-143.2841,2005-07-16T00:00:00.000000Z,
IRIS,AK,BMR,60.9677,-144.6051,2000-08-07T00:00:00.000000Z,
IRIS,AK,BPAW,64.099701,-150.987305,2004-05-13T00:00:00.000000Z,
IRIS,AK,BRLK,59.7511,-150.9063,2008-07-01T00:00:00.000000Z,
IRIS,AK,BRSE,59.741699,-150.741394,2013-07-01T00:00:00.000000Z,
IRIS,AK,BWN,64.173203,-149.299103,2009-08-27T00:00:00.000000Z,
IRIS,AK,CAPN,60.768299,-151.1539,2013-07-01T00:00:00.000000Z,
IRIS,AK,CAST,63.4188,-152.084396,2006-08-05T00:00:00.000000Z,
IRIS,AK,CCB,64.6453,-147.8053,2009-01-28T00:00:00.000000Z,
IRIS,AK,CHI,55.8218,-155.6225,2008-09-15T00:00:00.000000Z,
IRIS,AK,CHN,54.831001,-159.589493,2013-06-27T00:00:00.000000Z,
IRIS,AK,CHUM,63.8827,-152.3152,2004-06-02T00:00:00.000000Z,
IRIS,AK,CNP,59.5251,-151.2373,2008-07-24T00:00:00.000000Z,
IRIS,AK,COLD,67.2269,-150.2038,2004-05-19T00:00:00.000000Z,
IRIS,AK,COLD,67.2278,-150.207,,
IRIS,AK,CRQ,60.7523,-143.092606,2010-06-20T00:00:00.000000Z,
IRIS,AK,CTG,60.9649,-141.3401,2010-06-18T00:00:00.000000Z,
IRIS,AK,CUT,62.4058,-150.2625,2014-05-15T00:00:00.000000Z,
IRIS,AK,CYK,60.082298,-142.487198,2010-07-21T00:00:00.000000Z,
IRIS,AK,DCPH,59.090599,-138.215393,2002-08-03T00:00:00.000000Z,
IRIS,AK,DHY,63.075298,-147.3759,2008-07-09T00:00:00.000000Z,
IRIS,AK,DIV,61.1292,-145.7749,1999-01-07T00:00:00.000000Z,
IRIS,AK,DOT,63.648201,-144.069702,2003-10-15T00:00:00.000000Z,
IRIS,AK,EYAK,60.548698,-145.75,2002-10-03T00:00:00.000000Z,
IRIS,AK,FALS,54.8564,-163.417603,2002-06-19T00:00:00.000000Z,
IRIS,AK,FIB,61.1656,-150.177505,1996-01-04T00:00:00.000000Z,
IRIS,AK,FID,60.727699,-146.598694,2010-07-26T00:00:00.000000Z,
IRIS,AK,FIRE,61.142601,-150.2164,2013-07-20T00:00:00.000000Z,
IRIS,AK,FYU,66.565697,-145.234207,2009-07-23T00:00:00.000000Z,
IRIS,AK,GAMB,63.775799,-171.703598,2002-02-23T00:00:00.000000Z,
IRIS,AK,GCSA,64.745499,-156.881805,2000-06-24T00:00:00.000000Z,
IRIS,AK,GCSA,64.746101,-156.879196,2000-06-24T00:00:00.000000Z,
IRIS,AK,GHO,61.771,-148.926,2011-05-30T00:00:00.000000Z,
IRIS,AK,GLB,61.4417,-143.8123,2010-09-12T00:00:00.000000Z,
IRIS,AK,GLI,60.8792,-147.095901,2010-07-26T00:00:00.000000Z,
IRIS,AK,GLM,64.987801,-147.399902,2011-10-19T00:00:00.000000Z,
IRIS,AK,GOAT,60.580502,-144.729202,2013-01-01T00:00:00.000000Z,
IRIS,AK,GRIN,60.2805,-143.321,2005-07-22T00:00:00.000000Z,
IRIS,AK,GRNC,60.731499,-141.755798,2013-01-01T00:00:00.000000Z,
IRIS,AK,HARP,62.3986,-145.1567,2002-11-09T00:00:00.000000Z,
IRIS,AK,HARP,62.3987,-145.1568,,
IRIS,AK,HDA,64.4095,-146.9477,2008-09-03T00:00:00.000000Z,
IRIS,AK,HDA,64.4091,-146.9482,2012-10-01T00:00:00.000000Z,
IRIS,AK,HIN,60.396,-146.503494,2009-11-01T00:00:00.000000Z,
IRIS,AK,HMT,60.3351,-144.2623,2011-07-16T00:00:00.000000Z,
IRIS,AK,HOM,59.6572,-151.651505,2009-06-18T00:00:00.000000Z,
IRIS,AK,ISLE,60.6024,-142.3406,2006-07-04T00:00:00.000000Z,
IRIS,AK,JIS,58.275799,-134.384796,2001-04-11T00:00:00.000000Z,
IRIS,AK,KAI,59.9268,-144.418793,2011-07-10T00:00:00.000000Z,
IRIS,AK,KHIT,60.442699,-143.251007,2013-01-01T00:00:00.000000Z,
IRIS,AK,KIAG,60.9231,-142.360504,2013-01-01T00:00:00.000000Z,
IRIS,AK,KLU,61.4924,-145.9227,2008-09-13T00:00:00.000000Z,
IRIS,AK,KNK,61.4131,-148.4585,2010-06-13T00:00:00.000000Z,
IRIS,AK,KOTZ,66.895103,-162.600006,2014-05-06T00:00:00.000000Z,
IRIS,AK,KTH,63.5527,-150.923294,2003-06-08T00:00:00.000000Z,
IRIS,AK,KULT,60.247398,-142.723404,2013-01-01T00:00:00.000000Z,
IRIS,AK,LOGN,60.824001,-141.004807,2013-01-01T00:00:00.000000Z,
IRIS,AK,MCAR,61.3836,-143.024,2013-01-01T00:00:00.000000Z,
IRIS,AK,MCK,63.7318,-148.937302,1998-08-15T00:00:00.000000Z,
IRIS,AK,MDM,64.9602,-148.2319,2008-08-15T00:00:00.000000Z,
IRIS,AK,MESA,60.178501,-141.9505,2013-01-01T00:00:00.000000Z,
IRIS,AK,MESA,60.1782,-141.949799,2013-01-01T00:00:00.000000Z,
IRIS,AK,MLY,65.030403,-150.744202,2009-08-05T00:00:00.000000Z,
IRIS,AK,NEA,64.592201,-149.070602,2012-05-01T00:00:00.000000Z,
IRIS,AK,NEA2,64.5928,-149.0694,2014-06-12T00:00:00.000000Z,
IRIS,AK,NICH,60.2357,-143.9713,2005-07-18T00:00:00.000000Z,
IRIS,AK,NIKH,52.972099,-168.854996,2007-06-21T00:00:00.000000Z,
IRIS,AK,NKA,60.7425,-151.239502,2012-09-20T00:00:00.000000Z,
IRIS,AK,PAX,62.969898,-145.469894,2003-10-06T00:00:00.000000Z,
IRIS,AK,PIN,60.095901,-140.252502,2003-05-28T00:00:00.000000Z,
IRIS,AK,PNL,59.667,-139.401398,2001-08-16T00:00:00.000000Z,
IRIS,AK,PPD,65.517403,-145.524597,2011-09-05T00:00:00.000000Z,
IRIS,AK,PPLA,62.896198,-152.189407,2002-12-11T00:00:00.000000Z,
IRIS,AK,PTPK,61.187099,-142.467194,2013-01-01T00:00:00.000000Z,
IRIS,AK,PWL,60.858398,-148.333405,2010-09-13T00:00:00.000000Z,
IRIS,AK,RAG,60.3863,-144.6773,2006-06-16T00:00:00.000000Z,
IRIS,AK,RC01,61.088902,-149.738998,1998-08-07T00:00:00.000000Z,
IRIS,AK,RDOG,68.0541,-162.908005,2009-06-20T00:00:00.000000Z,
IRIS,AK,RIDG,63.7399,-144.8462,2007-07-01T00:00:00.000000Z,
IRIS,AK,RKAV,60.2994,-141.347794,2013-01-01T00:00:00.000000Z,
IRIS,AK,RND,63.405602,-148.860199,2008-06-15T00:00:00.000000Z,
IRIS,AK,SAMH,60.129398,-140.782806,2013-01-01T00:00:00.000000Z,
IRIS,AK,SAW,61.806999,-148.331604,1999-11-07T00:00:00.000000Z,
IRIS,AK,SCM,61.832001,-147.328995,2009-06-28T00:00:00.000000Z,
IRIS,AK,SCRK,63.976101,-143.990494,2007-07-01T00:00:00.000000Z,
IRIS,AK,SGA,60.5341,-145.208206,2010-09-15T00:00:00.000000Z,
IRIS,AK,SII,56.5593,-154.1842,2007-08-29T00:00:00.000000Z,
IRIS,AK,SKN,61.98,-151.5317,2006-05-15T00:00:00.000000Z,
IRIS,AK,SLK,60.5117,-150.223099,2013-07-01T00:00:00.000000Z,
IRIS,AK,SSN,61.4636,-150.7467,2008-08-15T00:00:00.000000Z,
IRIS,AK,SSP,60.1791,-142.8388,2011-07-30T00:00:00.000000Z,
IRIS,AK,SUCK,60.071999,-143.779007,2013-01-01T00:00:00.000000Z,
IRIS,AK,SWD,60.1043,-149.4526,2001-06-04T00:00:00.000000Z,
IRIS,AK,TABL,60.439899,-141.144302,2013-01-01T00:00:00.000000Z,
IRIS,AK,TGL,60.754101,-142.829193,2010-06-19T00:00:00.000000Z,
IRIS,AK,TNA,65.559799,-167.926697,1998-10-24T00:00:00.000000Z,
IRIS,AK,TRF,63.450199,-150.289307,2003-06-06T00:00:00.000000Z,
IRIS,AK,TRF,63.4501,-150.2892,2003-06-06T00:00:00.000000Z,
IRIS,AK,UNV,53.8452,-166.504501,1999-02-19T00:00:00.000000Z,
IRIS,AK,VRDI,61.227501,-143.454498,2013-01-01T00:00:00.000000Z,
IRIS,AK,WAT1,62.8295,-148.5509,2012-08-12T00:00:00.000000Z,
IRIS,AK,WAT2,62.962799,-148.585495,2012-08-13T00:00:00.000000Z,
IRIS,AK,WAT3,62.681198,-148.537704,2012-08-12T00:00:00.000000Z,
IRIS,AK,WAT4,62.8349,-147.942093,2012-08-12T00:00:00.000000Z,
IRIS,AK,WAT6,62.580799,-147.740005,2013-08-01T00:00:00.000000Z,
IRIS,AK,WAT7,62.8331,-148.8476,2013-08-01T00:00:00.000000Z,
IRIS,AK,WAX,60.448002,-142.852905,2011-07-23T00:00:00.000000Z,
IRIS,AK,WRH,64.4716,-148.0918,2009-06-30T00:00:00.000000Z,
IRIS,AK,YAH,60.358299,-141.751007,2011-08-18T00:00:00.000000Z,
IRIS,AO,OSAR,35.706402,-90.012558,2011-09-06T00:00:00.000000Z,
IRIS,AT,AKUT,54.13517,-165.771851,2004-11-17T00:00:00.000000Z,
IRIS,AT,CHGN,56.301399,-158.414154,2011-08-10T00:00:00.000000Z,
IRIS,AT,CRAG,55.468941,-133.122971,2004-12-10T00:00:00.000000Z,
IRIS,AT,MENT,62.938049,-143.719421,2010-12-02T00:00:00.000000Z,
IRIS,AT,MID,59.427799,-146.338806,2007-10-18T00:00:00.000000Z,
IRIS,AT,OHAK,57.2225,-153.287506,2006-06-23T00:00:00.000000Z,
IRIS,AT,PMR,61.592201,-149.130798,1999-08-11T00:00:00.000000Z,
IRIS,AT,SDPT,55.3493,-160.476593,2002-08-28T00:00:00.000000Z,
IRIS,AT,SIT,57.0569,-135.324402,1999-08-11T00:00:00.000000Z,
IRIS,AT,SKAG,59.460098,-135.328964,2004-10-13T00:00:00.000000Z,
IRIS,AT,SVW2,61.1082,-155.621704,2008-07-02T02:09:00.000000Z,
IRIS,AT,TTA,62.930099,-156.011597,2010-05-13T00:00:00.000000Z,
IRIS,AT,YKU2,59.5121,-139.671036,2009-08-26T00:00:00.000000Z,
IRIS,AU,ARMA,-30.4198,151.628006,2004-03-19T00:00:00.000000Z,
IRIS,AU,ARMA,-30.418301,151.629303,2004-03-19T00:00:00.000000Z,
IRIS,AU,ARPS,-36.769901,141.838303,2000-10-28T00:00:00.000000Z,
IRIS,AU,AS31,-23.666,133.904007,2005-06-21T00:00:00.000000Z,
IRIS,AU,BBOO,-32.809601,136.058304,2004-08-09T00:00:00.000000Z,
IRIS,AU,BBOO,-32.8102,136.058807,2004-08-09T00:00:00.000000Z,
IRIS,AU,BLDU,-30.6147,116.709099,2003-05-27T00:00:00.000000Z,
IRIS,AU,CNB,-35.312401,149.362,2003-04-08T00:00:00.000000Z,
IRIS,AU,CNB,-35.314999,149.363297,2007-08-01T00:00:00.000000Z,
IRIS,AU,COEN,-13.9563,143.175705,2003-06-14T00:00:00.000000Z,
IRIS,AU,COEN,-13.9574,143.174896,2003-06-14T00:00:00.000000Z,
IRIS,AU,CORO,-41.452202,147.145004,2009-11-20T00:00:00.000000Z,
IRIS,AU,CTA,-20.0876,146.25,1994-10-20T00:00:00.000000Z,
IRIS,AU,EIDS,-25.369101,151.081696,2003-06-23T00:00:00.000000Z,
IRIS,AU,FITZ,-18.0982,125.640297,1994-08-31T00:00:00.000000Z,
IRIS,AU,FORT,-30.779,128.059,1994-01-01T00:00:00.000000Z,
IRIS,AU,GEXS,-38.200802,144.289993,2013-03-26T00:00:00.000000Z,
IRIS,AU,GIRL,-22.643,114.234001,1995-09-04T00:00:00.000000Z,
IRIS,AU,HTT,-33.4306,138.9217,2009-07-01T00:00:00.000000Z,
IRIS,AU,INKA,-27.740999,140.745605,2013-06-21T00:00:00.000000Z,
IRIS,AU,KLBR,-31.591499,117.754601,2003-05-29T00:00:00.000000Z,
IRIS,AU,KMBL,-31.3669,121.8821,2000-11-27T00:00:00.000000Z,
IRIS,AU,KNRA,-15.6769,128.762802,2008-08-21T00:00:00.000000Z,
IRIS,AU,LCRK,-30.447201,138.216202,2013-06-16T00:00:00.000000Z,
IRIS,AU,MABG,-34.0721,150.7601,2016-08-17T00:00:00.000000Z,
IRIS,AU,MANU,-2.0432,147.366196,2009-05-26T00:00:00.000000Z,
IRIS,AU,MCQ,-54.4986,158.9561,2004-06-28T00:00:00.000000Z,
IRIS,AU,MEEK,-26.638,118.614998,2003-06-25T00:00:00.000000Z,
IRIS,AU,MGCD,-33.2096,151.1092,1996-12-10T00:00:00.000000Z,
IRIS,AU,MILA,-37.0547,149.155,2006-04-11T00:00:00.000000Z,
IRIS,AU,MORW,-29.0683,116.038803,2003-05-26T00:00:00.000000Z,
IRIS,AU,MORW,-29.0679,116.040298,2003-05-26T00:00:00.000000Z,
IRIS,AU,MTN,-12.8436,131.132706,2006-08-11T00:00:00.000000Z,
IRIS,AU,MTSU,-18.148199,144.319504,2002-11-06T00:00:00.000000Z,
IRIS,AU,MULG,-30.281799,134.058502,2013-05-28T00:00:00.000000Z,
IRIS,AU,MUN,-31.9783,116.208298,2001-05-31T00:00:00.000000Z,
IRIS,AU,NFK,-29.043301,167.938904,2008-05-20T00:00:00.000000Z,
